"","q_num","status_description","way_forward","file"
"75","2.1b","État d’avancement :Des mécanismes ont été institués par la loi relative à l’eau pour assurer un cadre de concertation à deux niveaux institutionnels :Au niveau national, le Conseil National Consultatif des Ressources en Eau (articles 62 et 63 de la loi et décret exécutif n° 08-96 du 15 mars 2008) est composé de représentants des administrations de l’État, des assemblées locales, des Etablissements publics concernés, des associations professionnelles et/ou d’usagers. Il a notamment compétence pour examiner et formuler tous avis sur les plans de développement des ressources en eau.Au niveau régional, les comités de bassin hydrographique (article 64 de la loi  et décret exécutif n° 10-24 du 12 janvier 2010) sont composés de représentants de l’Administration, des Collectivités territoriales (citoyens élus), des différents usagers potentiels d’eau et qui ont notamment compétence pour examiner et émettre des avis et recommandations sur les plans directeurs d’aménagement, de gestion et de protection des ressources en eau.Depuis 2017, ces mécanismes de concertation ont été activement redynamisés.","Perspectives pour l’avenir : Il est prévu d’élargir la représentativité du Conseil national de l’eau aux différents partenaires, notamment le secteur de la recherche scientifique et l’enseignement supérieur.Une réflexion est engagée pour renforcer la coordination entre les mécanismes de concertation aux niveaux national et régional.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"76","2.1c","État d’avancement : La démocratie participative est consacrée par la constitution algérienne à travers son article 15,  qui stipule que « l'Etat encourage la démocratie participative au niveau des collectivités locales ».Les informations sur les ressources en eau ainsi que les principaux indicateurs de gestion du secteur sont mises à la disposition des citoyens à travers le site web du Ministère des Ressources en Eau et ceux des structures sous tutelle. En outre, la participation des citoyens à travers les associations est assurée au sein des comités de bassin.","Perspectives pour l’avenir : Revoir la composition des comités de bassin pour favoriser davantage la participation des citoyens.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"77","2.1d","État d’avancement : Afin d’améliorer la qualité et l’efficacité des services publics de l’eau et de l’assainissement, les pouvoirs publics ont pris, en 2006, la décision de confier au secteur privé la gestion de l’eau et de l’assainissement dans les principales grandes wilayas du pays, dont Alger. Il a ainsi été procédé à la conclusion de contrats entre des entreprises privées étrangères et des sociétés publiques, filiales commune de l’algérienne des eaux et de l’office national d’assainissement, concessionnaire des services de distribution d’eau et d’assainissement en Algérie pour la gestion des eaux et de l’assainissement d’Alger, d’Oran, et de Constantine.Les réformes adoptées par les pouvoirs publics ont conduit à un nouveau système de gestion impliquant le secteur privé. Cette démarche progressive est accompagnée et consolidée par une amélioration des moyens et des capacités des sociétés de gestion locale, garantie d’efficacité et de durabilité.","Perspectives pour l’avenir : La loi relative à l’eau, en cours de révision, prévoit une large ouverture vers le secteur privé.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"78","2.1e","État d’avancement : En sus du dispositif de formation et d’enseignement, relevant du secteur de l’enseignement supérieur et de la recherche scientifique et celui de la formation et enseignement professionnel qui ont intégré dans leurs programmes et cursus l’ensemble des thématiques liés à la gestion intégrée et durable des ressources en eau, le secteur des ressources en eau dispose d’un appareil interne de formation. Cet appareil constitue un « dispositif de formation intégrée » qui contribue à renforcer continuellement les capacités des cadres et personnels du secteur particulièrement en matière de gestion intégrée des ressources en eau.L’ossature de l’appareil de formation est constituée par l’Ecole supérieure de management des ressources en eau, l’Institut national de perfectionnement de l’équipement et les centres relevant des établissements (Algérienne des eaux, Office national d’assainissement, Agence national des barrages et transferts, Sociétés par actions dans les wilayas d’Alger, Oran et Constantine). A ce titre, il y’a lieu de rappeler que :La création de l’Ecole Supérieure de Management des Ressources Humaines (ESMRE) découle de la nécessité d’un renforcement de la capacité managériale du personnel d’encadrement, tant au niveau des services de l’administration centrale qu’au niveau des établissements intervenant dans la gestion et le suivi du service public de l’eau.L’institut national de perfectionnement en équipement (INPE) est un établissement à caractère administratif sous la tutelle du MRE. Il assure actuellement, pour le compte de l’ensemble des administrations, structures et établissements publics du secteur des ressources en eau, la formation, le perfectionnement et le recyclage des personnels. Ces recyclages et perfectionnement de courte durée (une semaine généralement) visent la mise à niveau des agents de différents grades et leur perfectionnement dans des thèmes techniques et administratifs ayant un lien direct avec leurs fonctions. Ces besoins sont évalués et arrêtés en concertation avec les différents employeurs.L’ADE dispose de quatre (04) Centres de Formations au Métiers de l’Eau CFME à Alger, Tizi-Ouzou, Oran, et à Constantine, le centre d’Alger dispose de plates formes pédagogiques normalisées d’un laboratoire, d’un amphithéâtre, et d’un bloc hébergement. les kits pédagogiques pour l’ensemble des thématiques aux métiers de l’eau sont élaborés par les formateurs du centre.Le Centre de Formation aux Métiers d’Assainissement (CFMA) de l’ONA, dans la wilaya de Boumerdes. Un nouveau centre est en cours de lancement, avec acquisition de plates formes pédagogiques. Le Centre de Formation aux Métiers des Barrages de l’ANBT.","Perspectives pour l’avenir : L’élaboration d’une politique de formation est en cours.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"79","2.2a","État d’avancement : L’organisation mise en place par le secteur de l’eau depuis 2001 au niveau national et infranational à travers le Ministère des Ressources en Eau (MRE) et les organismes sous tutelle (administrations et entreprises publics) prévoient, de par les prérogatives qui leurs sont conférées, de couvrir l’ensemble des missions rentrant dans le cadre de la gestion intégrée des ressources en eau pour un développement harmonieux et durable.Les Agences de Bassins Hydrographiques (ABH), sous la coupe de l’Agence Nationale de Gestion Intégrée des Ressources en Eau (AGIRE) et appuyées par les comités de bassins, les directions des ressources en eau de wilayas et leurs subdivisions, les zones de l’Algérienne Des Eaux (ADE) et l’Office National de l’Assainissement (ONA), sont chargées d’implémenter la gestion intégrée par bassin.Les Agences de Bassins Hydrographiques (ABH) contribuent à l’élaboration, à l’évaluation et à l’actualisation des plans à moyen et long terme de développement sectoriel à l’échelle des bassins hydrographiques. Ces agences ont acquis une expérience avérée en matière de planification des ressources en eau, elles ont conduit les processus d’élaboration des cinq (05) Plans Directeurs d’Aménagement des Ressources en Eau (PDARE) qui ont été examinés au niveau des Comités de Bassins.S’agissant des nappes d’eau souterraines et depuis 2018, une nouvelle approche de leur gestion a été mise en œuvre et ce à travers une démarche participative dans un cadre de concertation et de partenariat, à savoir les « Contrats de nappe et/ou de Captage » qui visent à rassembler l’ensemble des usagers concernés par une nappe afin de la préserver. Cette démarche a abouti aux résultats suivants :Deux (2) contrats de nappe signésCinq (5) contrats de nappe en instance de signatureSept (7) contrats de nappe en cours.Cette approche est appelée à être généralisée.","Perspectives  pour l’avenir : Le processus des contrats de nappes sera poursuivi pour atteindre l’ensemble des aquifères importants selon un planning défini.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"80","2.2b","État d’avancement :L’Article 15 de la constitution de 2016 stipule que « l’Etat encourage la démocratie participative au niveau des collectivités locales ».Les comités de bassins hydrographiques regroupent en leur sein des représentants de la société civile. Ces derniers contribuent à l’examen des dossiers relatifs à la planification des ressources en eau. Dans le cadre de la promotion et de la mise en œuvre d’une nouvelle politique de proximité, le Ministère de l’Intérieur et des collectivités locales a favorisé et développé au niveau local une nouvelle approche de participation basée sur :L’intégration de l’approche participative dans les programmes de développement local ;La finalisation d’une opération pilote d’intégration de l’approche participative dans l’élaboration d’audits socio-économiques au niveau de 250 communes ;La formation au niveau local de diplômés à l’approche participative.Dans le cadre des grandes réformes institutionnelles menées par l’Algérie ces dernières années, et plus particulièrement, l’introduction dans la Constitution de 2016 de la démocratie participative au niveau des collectivités territoriales, le Gouvernement algérien a initié un projet de coopération avec l’Union Européenne et le Programme des Nations Unies pour le Développement (PNUD), qui vise à promouvoir l’implication des citoyens et de la société civile dans la gestion communale et le développement local durable et intégré. Porté par le Ministère de l’Intérieur, des Collectivités Locales et de l’Aménagement du Territoire. Ce projet, intitulé CapDeL : « démocratie participative et développement local », est un programme de « renforcement des capacités des acteurs du développement local ». ","Perspectives pour l’avenir :La finalisation du programmes d’appui au développement local intégré au niveau des wilayas pilotes (Mila, Sétif, Khenchela, Tipaza, Batna,  Oum El Bouaghi) dans la perspective de sa généralisation.Revoir la composition des comités de bassin pour favoriser davantage la participation des citoyens.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"81","2.2c","État d’avancement :La constitution algérienne consacre l’égalité entre les citoyens et les citoyennes dans tous les domaines et face à la loi y compris le droit d’accès à l’eau et l’assainissement :L’article 34 de la constitution stipule que « Les institutions ont pour finalité d'assurer l'égalité en droits et devoirs de tous les citoyens et citoyennes en supprimant les obstacles qui entravent l'épanouissement de la personne humaine et empêchent la participation effective de tous, à la vie politique, économique, sociale et culturelle ». L’article 38 de la constitution stipule que « Les libertés fondamentales et les droits de l'Homme et du Citoyen sont garantis. Ils constituent le patrimoine commun de tous les algériens et algériennes, qu'ils ont le devoir de transmettre de génération en génération pour le conserver dans son intégrité et son inviolabilité ».L’article 68  de la constitution consacre le droit du citoyen à un environnement sain et l'Etat œuvre à la préservation de l'environnement.  Il convient de souligner que le principe d’équité est intégré dans l’ensemble des politiques de l’eau depuis les années 90.","Perspectives pour l’avenir :","Algeria_651_2020_FR_Final_21.10.2020.docx"
"82","2.2d","État d’avancement :La constitution algérienne garantie l’égalité des sexes :L’article 32 de la constitution stipule que « Les citoyens sont égaux devant la loi, sans que puisse prévaloir aucune discrimination pour  cause de  naissance,  de  race,  de  sexe, d'opinion ou de toutes  autres  conditions  ou circonstance  personnelle ou sociale ».L’article 35 stipule que « L'Etat œuvre à la promotion des droits politiques de la femme en augmentant   ses chances   d'accès   à   la    représentation   dans   les assemblées élus... ».Aussi, l’article 36 stipule que « L'Etat œuvre à promouvoir la parité entre les hommes et les femmes sur le marché de l'emploi. L’Etat encourage la promotion de la femme aux responsabilités dans les institutions et administrations publiques ainsi qu'au niveau des entreprises ».Afin d’impulser les dynamiques de changement requises par la constitution et les dispositifs législatifs et réglementaires en matière d’égalité des citoyens, l’élaboration, selon l’approche genre, des lois et des programmes d’investissement public offre le cadre approprié à l’institutionnalisation de la question du genre. De plus, pour mieux cerner les enjeux sectoriels et sociétaux, ce processus de management proactif s’appuie sur les techniques de mobilisation partenariale qui favorisent l’implication des femmes et des hommes selon les besoins exprimés et dans l’intérêt des deux sexes.En outre, il est à noter que dans le cadre de la promotion de la femme, il a été procédé à la mise en place d’un Ministère chargé de la condition féminine et à l’élaboration de la « Stratégie nationale d’intégration et de promotion de la femme »,  adoptée par le Gouvernement en juillet 2008. Cela confirme l’intérêt accordé par l’Algérie à la question de la promotion de la femme, à sa participation dans tous les domaines du processus du développement, à son rôle dans la stabilité familiale et dans la cohésion sociale. Cette stratégie nationale, en parfaite cohérence avec les orientations de la plateforme de Beijing, couvre les domaines de: • La promotion des droits ; • L’éducation et la formation professionnelle ; • La santé ; • L’économie et l’emploi ; • Les femmes en situation difficile ; • La Participation à la vie politique et à la vie publique ; • La place sociale et culturelle des femmes ; • Les technologies de l’information et de la communication ; • Les médias ; • L’environnement. Pour la mise en œuvre de cette stratégie, le Plan d’actions national pour la promotion et l’intégration de la femme (PANPIF), élaboré en tant qu’instrument d’exécution, de coordination et de suivi de cette stratégie, a été adopté par le Gouvernement le 9 mars 2010. Le secteur des ressources en eau est représenté dans la commission intersectorielle chargée de l’élaboration du plan national 2017-2021, prévoyant des mécanismes visant à renforcer l’égalité entre les hommes et les femmes dans le cadre de leurs rôles complémentaires à différents niveaux de la vie politique, sociale et économique.Le personnel féminin exerçant au niveau du secteur de l’eau était en 2018 de 53 % au niveau de l’administration centrale qui est chargée de l’élaboration de la stratégie sectorielle des ressources en eau de son plan d’action et de sa mise en œuvre, et de 38 % au niveau infranational (directions des ressources en eau des wilayas). La proportion des femmes occupant des fonctions supérieures est passée de 9 % en 2009, à 40 % en 2018. La proportion de femmes cadres occupant des postes supérieurs est passée de 57 % en 2009 à 79% en 2018.","Perspectives pour l’avenir : Poursuite de la mise en œuvre de cette stratégie, le Plan d’actions national pour la promotion et l’intégration de la femme (PANPIF)","Algeria_651_2020_FR_Final_21.10.2020.docx"
"83","2.2e","État d’avancement : L'Algérie partage avec les pays voisins des ressources en eau superficielles et souterraines plus ou moins importantes. Afin d’encadrer la gestion commune de ces ressources transfrontalières, des conventions, accords et instruments divers ont été établis entre l'Algérie et les pays voisins. Un mécanisme de coopération et de concertation sur la gestion du système aquifère du Sahara septentrionale (SASS) est fonctionnel depuis 2008,  il a ainsi permis d’ouvrir un nouveau chapitre de la coopération régionale dans le domaine de l’eau. Il s’agit en effet de la première structure de concertation dédiée à des ressources en eau souterraines transfrontalières en Afrique.Le mécanisme de concertation a contribué à l’amélioration de la connaissance et des collaborations techniques, a l’émergence d’une conscience de bassin partagé et permis le passage à la coopération sur le plan politique entre les pays riverains. une base de données et un modèle de simulation communs sont  opérationnels dans les trois pays concernés dont l’AlgérieUn examen approfondi de cette question a fait ressortir le fait que le score attribué en 2017 concernant a été surestimé. ","Perspectives pour l’avenir : ","Algeria_651_2020_FR_Final_21.10.2020.docx"
"84","2.2f","État d’avancement :La mise en œuvre de la stratégie sectorielle aux niveaux régionale et local se met en œuvre de la manière suivante : L’AGIRE dispose de ses déclinaisons régionales, constituées par les Agences de Bassins Hydrographiques (ABH), pour élaborer et développer les stratégies de gestion intégrée des ressources en eau au niveau de chaque région hydrographique ;Le ministère des ressources en eau est représenté au niveau des wilayas par les Directions des ressources en eau des wilayas (DREW) pour assurer la représentation de proximité et mettre en œuvre la politique sectorielle aux niveaux régionale et locale. Ces directions sont représentées au niveau des daïras (regroupement de plusieurs communes) par les subdivisions en tant que support technique et conseil aux Assemblées populaires Communales.Une coordination étroite est assurée entre les démembrements du secteur de l’eau et celui des collectivités locales, à travers notamment l’appui des organes régionaux et locaux du secteur des ressources en eau aux Assemblées populaires Communales responsables de l’hygiène et de la salubrité publique sur les territoires communaux.Depuis 2017, l’AGIRE s’est déployée à travers le territoire national et s’est vue dotée de moyens financier, humain et matériel qui lui ont permis une meilleure prise en charge des missions qui lui sont       assignées aux niveaux régional et local.","Perspectives pour l’avenir :Un diagnostique de l’organisation actuelle est en cours dans la perspective de son renforcement.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"85","3.1a","État d’avancement : Le suivi des ressources en eau superficielles et souterraines sur les plans quantitatif et qualitatif est l’une des missions de l’Agence Nationale des Ressources Hydrauliques (ANRH) à travers un réseau national de mesure hydro-climatologique, piézométrique et de suivi de la qualité. En matière de mobilisation des ressources superficielles, le suivi de la disponibilité de l’eau emmagasinée au niveau des barrages est assuré par l’Agence Nationale des Barrages et Transferts (ANBT), un bulletin hebdomadaire est établi et transmis aux parties concernées via une plateforme informatique dédiée. L’affectation de la ressource mobilisée au niveau des barrages est assurée par un « comité d’affectation  de la ressource », placé au niveau du ministère des ressources en eau. Un examen approfondi de cette question a fait ressortir que le suivi de la disponibilité de l’eau au niveau national est assuré avec une couverture suffisante.","Perspectives pour l’avenir : Renforcement en de l’Agence  Nationale des Ressources Hydrauliques.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"86","3.1b","État d’avancement : Le Plan National de l’Eau (PNE) a défini au niveau national les conditions d’une gestion durable des ressources en eau et a notamment permis de tracer les objectifs pour satisfaire la demande en eau et assurer un service de qualité et de cadencer les projets structurants à réaliser à l’horizon 2030. Sa concrétisation se met œuvre de manière graduelle par les acteurs concernés à travers  les programmes quinquennaux du gouvernement.En outre, le Ministère des Ressources en Eau a mis en place des instruments pour le suivi de l’impact de la gestion mise en place :Un comité national pour le suivi du service public de l’eau dont le rôle est de suivre l’évolution du service public de l’eau et de proposer des améliorations ;Un comité national d’affectation de la ressource dont la mission est d’assurer une affectation des ressources en eau des grands systèmes hydrauliques de manière durable.Par ailleurs, un large programme de communication et de sensibilisation à l’économie et la préservation de sa qualité est exécuté annuellement. A titre indicatif, en 2019, l’AGIRE et ses démembrements ont réalisé les actions suivantes :171 classes d’eau ont été organisées, permettant de sensibiliser 54 469 élèves ;105 sorties vers les ouvrages hydrauliques en faveur de 3 551 visiteurs ;27 camps de vacance pour le bénéfice de 5 818 enfants ;53 rencontres de sensibilisation en direction des agriculteurs et industriels ;55 mosquées concernées par la campagne de sensibilisation des imams.Pour assurer une gestion durable et une répartition équitable des ressources en eau entre les citoyens de tout le territoire national, un programme de solidarité hydraulique de grands  transferts d’eau inter-régions a été mis en place afin d’assurer une égalité de chances d’accès aux ressources hydriques des citoyens quel que soit leur lieu de vie. Ces transferts d’eau des régions excédentaires vers les régions défavorisées en termes de disponibilité en ressources hydriques ont nécessité la réalisation d’un linéaire total d’environ 4000 kms de conduites.Les principaux systèmes de transfert d’eau réalisés sont :Le système de transfert des eaux de la nappe de l’Albien, d’ln Salah vers Tamanrasset, desservant 400000 habitants, transféré sur une distance de près de 800 km.Le système de transfert des eaux à partir du barrage Beni Haroun, le plus grand en Algérie, d’une capacité de 1 milliard de m3, sur 616 km, desservant plus de 3 millions d’habitants, dont 20.000 hab. en zone rurale, soit 1% de la population totale desservie.Le système de transfert des eaux du barrage Taksebt vers les wilayas de Tizi Ouzou, Alger et Boumerdès, sur 372km, pour desservir une population de 3 millions d’habitants, dont 77000 hab. en zone rurale, soit 3% de la population totale desservie.Le système de transfert des eaux du barrage Koudiat Acerdoun vers les wilayas de Bouira, Tizi Ouzou, M’Sila et Médéa, pour une population de 1.5 million d’habitants, dont 137500 hab. en zone rurale, soit 9% de la population totale desservie.Le système de transfert des eaux de l’oued Chlef «Mostaganem-Arzew-Oran (MAO) », desservant les wilayas de Mostaganem, Relizane, Mascara et Oran, pour 3.4 millions d’habitants dont                138 000hab. en zone rurale, soit 4% de la population totale desservie.Le transfert «Chott El Gharbi» entre Naâma et les wilayas de Tlemcen et de Sidi Bel Abbes, sur 653km, mobilisant 40 millions de m3/an au profit de l’AEP de 176 000 habitants dont 11 000 hab. en zone rurale, soit 6% de la population totale desservie.Le transfert des « Hautes plaines Sétifiennes »qui alimente les wilayas de Sétif et Bordj Bou Arreridj, pour le renforcement de l’AEP de plus de 1.5 millions d’habitants dont 138500 hab. en zone rurale, soit 9% de la population totale desservie.La population totale concernée par ces sept (07) principaux systèmes de transfert d’eau s’élève à 13 millions d’habitants dont 520 000 hab. en zone rurale, soit 4% de la population totale desservie.En matière d’assainissement, un programme de grands aménagements des oueds, tel que oued El Harrach (oued important au niveau d’Alger), sont réalisés. Cet oued, qui était dans un passé récent un réceptacle pour toutes sortes de déchets, dispose aujourd’hui d’espaces récréatifs. Ce projet a permis l’amélioration des conditions sanitaire etde l’environnement immédiat d’environ 800 000 habitants par la valorisation de la composante environnementale et écologique, le relogement de plus de 7000 familles des bidonvilles, dans des cités d’habitations équipées de toutes les commodités dont l’accès à l’eau potable et l’assainissement.Ces programmes ont eu pour impact une extension générale de l’accès à l’eau et à l’assainissement sur l’ensemble des wilayas du pays,y compris les zones rurales. Cela a permis d’améliorer les conditions de vie des citoyens par l’élimination des maladies à transmission hydriques, et l’amélioration des conditions socio-environnementales, notamment en milieu rural. Cette amélioration de l’accès à l’eau potable et l’assainissement, particulièrement en zones rurales, a contribué essentiellement à promouvoir l’éducation et la scolarisation des filles et favorisé la promotion de la femme rurale en améliorant aussi ses conditions d’accès à un travail générateur de revenus en éliminant définitivement la tache pénible d’aller chercher l’eau attribuée généralement aux femmes. Le changement des conditions socio-économiques des régions bénéficiaires de ces programmes a contribué à fixer les populations locales et limiter ainsi l’exode rural. ","Perspectives pour l’avenir :Accès plus sur l’efficacité de gestion pour pérenniser les acquis et rentabiliser les investissements à travers une amélioration de l’organisation et le renforcement des capacités.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"87","3.1c",NA,NA,"Algeria_651_2020_FR_Final_21.10.2020.docx"
"88","3.1d",NA,NA,"Algeria_651_2020_FR_Final_21.10.2020.docx"
"89","3.1e",NA,NA,"Algeria_651_2020_FR_Final_21.10.2020.docx"
"90","3.2a",NA,"Moyen-élevé (60)","Algeria_651_2020_FR_Final_21.10.2020.docx"
"91","3.2b",NA,"60","Algeria_651_2020_FR_Final_21.10.2020.docx"
"92","3.2c","Aucun instrument de gestion n’est en cours de mise en œuvre.",NA,"Algeria_651_2020_FR_Final_21.10.2020.docx"
"93","3.2d","L’utilisation des instruments de gestion se réduit à un nombre limité de projets à court terme ou ponctuels. ",NA,"Algeria_651_2020_FR_Final_21.10.2020.docx"
"94","4.1a",NA,"Moyen-élevé (60)","Algeria_651_2020_FR_Final_21.10.2020.docx"
"95","4.1b",NA,NA,"Algeria_651_2020_FR_Final_21.10.2020.docx"
"96","4.2a",NA,"Le partage de données et d’informations est limité et ponctuel. ","Algeria_651_2020_FR_Final_21.10.2020.docx"
"97","4.2b",NA,"Le partage de données et d’informations est limité et ponctuel ou informel. ","Algeria_651_2020_FR_Final_21.10.2020.docx"
"98","4.2c",NA,NA,"Algeria_651_2020_FR_Final_21.10.2020.docx"
"99","4.2d","Moyen-élevé (60)",NA,"Algeria_651_2020_FR_Final_21.10.2020.docx"
"100","1.1a","Descripción de la situación: Pla de Sanejament 1996. https://www.mediambient.ad/pla-de-sanejament-aigues ","Formas de avanzar:  El Plan de saneamiento vigente es del año 1996, se prevé una revisión o actualización en un futuro, pero aún no se encuentra definida. ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"101","1.1b","Descripción de la situación: Llei de policía i de protección de les aigües del 31 de juliol de 1985. Reglament de control de les aigües residuals i de protección de les aigües superficials del 18 de desembre de 1996. https://www.mediambient.ad/normativa-aigua ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"102","1.1c","Descripción de la situación: ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"103","1.2a","Descripción de la situación: debido a las características del país, y a la extensión, no aplica.","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"104","1.2b","Descripción de la situación: En el país solo existen 2 cuencas transfronterizas.","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"105","1.2c","Descripción de la situación: Existe un acuerdo con el Gobierno de la República Francesa para la gestión conjunta de la cuenca hidrográfica de las fuentes del Arieja.  https://www.bopa.ad/bopa/024038/Pagines/78D62.aspx Con la Confederación hidrográfica del Ebro, no existe acuerdo para la gestión del agua. ","Formas de avanzar: Aunque el Reino de España ha firmado con el Principado de Andorra acuerdos de cooperación en ámbitos diversos, actualmente no existen acuerdos específicos en materia de aguas.  Estos se encuentran en fase de valoración.","Andorra_651_2020_ES_Final_18.09.2020.docx"
"106","1.2d","Descripción de la situación: ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"107","2.1a","Descripción de la situación: El Ministerio encargado del Medio Ambiente es el responsable para conducir la gestión de los recursos hídricos. ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"108","2.1b","Descripción de la situación: Gran parte de la información se publica en la web ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"109","2.1c","Descripción de la situación: Anualmente se solicita información a los responsables del agua destinada a consumo humano. ","Formas de avanzar: Se encuentra en fase de valoración ampliar la participación pública también en otros asuntos relacionados con el medio ambiente.","Andorra_651_2020_ES_Final_18.09.2020.docx"
"110","2.1d","Descripción de la situación: Existen consultas periódicas a los privados para realizar el balance hídrico anual ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"111","2.1e","Descripción de la situación: Proyecto Escoles Verdes http://www.escolaverda.ad/ Conveni amb l’Observatori de la Sostenibilitat d’Andorra. https://www.bopa.ad/bopa/027071/Pagines/GE20151016_09_24_25.aspx No hay capacitaciones de complimiento obligado para los funcionarios gubernamentales, pero si puede optar a la realización de formaciones en materia de medio ambiente.","Formas de avanzar: Los funcionarios gubernamentales pueden optar a la realización de formaciones en materia de medio ambiente.","Andorra_651_2020_ES_Final_18.09.2020.docx"
"112","2.2a","Descripción de la situación: Por la extensión del país no aplica ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"113","2.2b","Descripción de la situación: Toda la información se publica en la web. https://www.mediambient.ad/aigua http://www.depuradores.ad/ ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"114","2.2c","Descripción de la situación: ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"115","2.2d","Descripción de la situación: En Andorra no hay constancia que exista un problema de género en el ámbito de la GIRH. Todos los habitantes de Andorra tienen acceso a la red de agua potable y a la red de saneamiento independientemente cual sea su origen, condición, sexo, etc. Si bien existen planes nacionales sobre la igualdad de género.El Servicio de Igualdad del área de Políticas de Igualdad, tiene como misión potenciar y mejorar la lucha contra las desigualdades y la discriminación que sufren las personas y los colectivos más vulnerables en cualquiera de sus ámbitos.  Las funciones que desarrolla son el asesoramiento, es decir, se encarga de gestionar casos en que haya una posible discriminación coordinándose con los diversos departamentos competentes para dar respuesta.  Y el acompañamiento educativo, social y legal. Políticas y programas en materia de Igualdad:El Libro Blanco de la igualdad se ha elaborado conjuntamente con el Consejo General y ha comportado un proceso de trabajo en que han participado expertos sobre la materia, las entidades cívicas representantes de los diferentes sectores y/u otros colectivos y la ciudadanía mediante una participación presencial y en línea. Durante el 2018 se ha elaborado la Ley para la igualdad de trato y la no-discriminación.Ley 13/2019, del 15 de febrero, para la igualdad de trato y la no-discriminación ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"116","2.2e","Descripción de la situación: Existe un acuerdo con el Gobierno de la República Francesa para la gestión conjunta de la cuenca hidrográfica de las fuentes del Arieja. https://www.bopa.ad/bopa/024038/Pagines/78D62.aspx ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"117","2.2f","Descripción de la situación: ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"118","3.1a","Descripción de la situación: Se realizan Balances Hídricos anuales, y estudios sobre el recurso hídrico que se publican en la web. https://www.mediambient.ad/el-recurs https://www.mediambient.ad/la-despesa-hidrica ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"119","3.1b","Descripción de la situación: Balance hídrico. https://www.mediambient.ad/el-recurs Plan de Saneamiento 1996. https://www.mediambient.ad/pla-de-sanejament-aigues Llei de policía i de protección de les aigües del 31 de juliol de 1985. Reglament de control de les aigües residuals i de protección de les aigües superficials del 18 de desembre de 1996. https://www.mediambient.ad/normativa-aigua ","Formas de avanzar: En fase de valoración ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"120","3.1c","Descripción de la situación: Se realizan balances de calidad del agua superficial. https://www.mediambient.ad/les-aigues-superficials Autorizaciones de vertido de acuerdo a la normativa vigente Plan de saneamiento para mejorar la calidad de las aguas ","Formas de avanzar:Se prevén pero no están definidos o se encuentran en fase de valoración.","Andorra_651_2020_ES_Final_18.09.2020.docx"
"121","3.1d","Descripción de la situación: En Andorra se hace seguimiento de los humedales mediante monitoreo anual. https://www.mediambient.ad/biodiversitat/zones-humides Seguimiento de la vegetación de los márgenes de los ríos. ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"122","3.1e",NA,NA,"Andorra_651_2020_ES_Final_18.09.2020.docx"
"123","3.2a",NA,NA,"Andorra_651_2020_ES_Final_18.09.2020.docx"
"124","3.2b",NA,"Algunos instrumentos de gestión en el nivel de las cuencas se emplean más a largo plazo, pero la cobertura geográfica y el abanico de partes interesadas que hacen uso de ellos son limitados. ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"125","3.2c",NA,NA,"Andorra_651_2020_ES_Final_18.09.2020.docx"
"126","3.2d",NA,NA,"Andorra_651_2020_ES_Final_18.09.2020.docx"
"127","4.1a",NA,NA,"Andorra_651_2020_ES_Final_18.09.2020.docx"
"128","4.1b",NA,NA,"Andorra_651_2020_ES_Final_18.09.2020.docx"
"129","4.2a",NA,"No se difunde información.","Andorra_651_2020_ES_Final_18.09.2020.docx"
"130","4.2b",NA,"Bajo (20)","Andorra_651_2020_ES_Final_18.09.2020.docx"
"131","4.2c","Puntuación","Descripción de la situación: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
